Customer_ID,Customer_Name,Join_Date,Email,Age,Membership_Tier
40,Customer_40,2018-01-25 17:40:25,customer_40@example.com,55,Bronze
41,Customer_41,2021-08-21 14:13:29,customer_41@example.com,39,Bronze
42,Customer_42,2021-03-22 22:50:01,customer_42@example.com,29,Gold
43,Customer_43,2021-11-12 18:14:09,customer_43@example.com,69,Silver
44,Customer_44,2019-04-21 16:59:16,customer_44@example.com,22,Gold
45,Customer_45,2022-11-30 11:43:55,customer_45@example.com,56,Platinum
46,Customer_46,2019-02-09 03:54:35,customer_46@example.com,62,Platinum
47,Customer_47,2022-02-17 05:29:34,customer_47@example.com,32,Silver
48,Customer_48,2021-11-29 07:40:04,customer_48@example.com,53,Silver
49,Customer_49,2019-02-02 23:01:13,customer_49@example.com,57,Bronze
50,Customer_50,2018-01-13 05:01:40,customer_50@example.com,60,Platinum
51,Customer_51,2019-11-16 21:18:31,customer_51@example.com,49,Silver
52,Customer_52,2020-06-02 09:29:41,customer_52@example.com,61,Silver
53,Customer_53,2020-10-05 05:44:18,customer_53@example.com,26,Bronze
54,Customer_54,2021-12-27 06:40:54,customer_54@example.com,40,Bronze
55,Customer_55,2022-07-20 02:11:40,customer_55@example.com,57,Silver
56,Customer_56,2019-02-27 10:27:53,customer_56@example.com,58,Platinum
57,Customer_57,2018-05-16 02:14:18,customer_57@example.com,52,Silver
58,Customer_58,2020-10-31 16:42:12,customer_58@example.com,53,Platinum
59,Customer_59,2020-10-03 14:26:13,customer_59@example.com,54,Silver
60,Customer_60,2022-04-24 06:11:58,customer_60@example.com,49,Platinum
61,Customer_61,2018-09-18 07:26:10,customer_61@example.com,54,Gold
62,Customer_62,2022-05-09 01:23:15,customer_62@example.com,67,Bronze
63,Customer_63,2018-03-03 07:57:01,customer_63@example.com,36,Silver
64,Customer_64,2020-04-07 23:11:31,customer_64@example.com,31,Silver
65,Customer_65,2022-04-13 18:03:14,customer_65@example.com,65,Bronze
66,Customer_66,2021-07-12 20:24:30,customer_66@example.com,29,Platinum
67,Customer_67,2021-09-25 06:01:31,customer_67@example.com,61,Silver
68,Customer_68,2021-03-18 14:53:44,customer_68@example.com,68,Silver
69,Customer_69,2018-12-08 18:05:44,customer_69@example.com,39,Silver
70,Customer_70,2021-03-12 04:42:55,customer_70@example.com,18,Platinum
71,Customer_71,2018-06-03 05:54:39,customer_71@example.com,59,Silver
72,Customer_72,2022-03-26 10:20:49,customer_72@example.com,35,Gold
73,Customer_73,2021-04-29 22:53:58,customer_73@example.com,35,Silver
74,Customer_74,2022-03-02 14:40:47,customer_74@example.com,51,Silver
75,Customer_75,2022-08-05 03:31:48,customer_75@example.com,58,Bronze
76,Customer_76,2020-06-14 03:30:32,customer_76@example.com,53,Platinum
77,Customer_77,2021-02-21 20:01:05,customer_77@example.com,53,Gold
78,Customer_78,2019-04-05 09:39:55,customer_78@example.com,52,Bronze
79,Customer_79,2019-03-10 00:54:38,customer_79@example.com,45,Platinum
80,Customer_80,2021-08-04 01:51:14,customer_80@example.com,53,Platinum
81,Customer_81,2022-05-08 03:52:55,customer_81@example.com,69,Silver
82,Customer_82,2018-05-13 17:56:15,customer_82@example.com,50,Bronze
83,Customer_83,2020-06-04 06:18:21,customer_83@example.com,42,Platinum
84,Customer_84,2021-01-05 10:10:44,customer_84@example.com,27,Gold
85,Customer_85,2019-03-14 05:00:34,customer_85@example.com,45,Silver
86,Customer_86,2018-12-28 12:24:10,customer_86@example.com,63,Silver
87,Customer_87,2021-11-04 13:05:42,customer_87@example.com,44,Silver
88,Customer_88,2022-05-19 05:13:35,customer_88@example.com,31,Silver
89,Customer_89,2019-01-13 05:32:06,customer_89@example.com,54,Gold
90,Customer_90,2018-04-07 15:54:43,customer_90@example.com,60,Silver
91,Customer_91,2020-10-19 20:31:52,customer_91@example.com,42,Platinum
92,Customer_92,2019-01-11 00:40:15,customer_92@example.com,66,Bronze
93,Customer_93,2019-02-24 17:26:25,customer_93@example.com,69,Platinum
94,Customer_94,2020-05-29 17:48:11,customer_94@example.com,46,Silver
95,Customer_95,2020-07-15 08:28:05,customer_95@example.com,66,Bronze
96,Customer_96,2020-10-08 13:33:52,customer_96@example.com,53,Silver
97,Customer_97,2019-12-15 09:39:10,customer_97@example.com,49,Silver
98,Customer_98,2020-01-25 19:21:16,customer_98@example.com,50,Gold
99,Customer_99,2020-07-21 22:58:45,customer_99@example.com,62,Gold
100,Customer_100,2018-10-04 01:49:42,customer_100@example.com,44,Platinum
101,Customer_101,2022-05-08 12:04:54,customer_101@example.com,26,Gold
102,Customer_102,2018-05-16 20:31:25,customer_102@example.com,35,Bronze
103,Customer_103,2022-05-22 17:17:40,customer_103@example.com,65,Bronze
104,Customer_104,2020-04-22 09:40:48,customer_104@example.com,40,Bronze
105,Customer_105,2018-07-14 06:03:11,customer_105@example.com,47,Silver
106,Customer_106,2021-01-03 05:38:38,customer_106@example.com,18,Silver
107,Customer_107,2022-09-08 11:46:10,customer_107@example.com,64,Silver
108,Customer_108,2019-12-31 18:24:04,customer_108@example.com,24,Silver
109,Customer_109,2018-11-24 14:23:39,customer_109@example.com,33,Gold
110,Customer_110,2021-10-05 04:55:12,customer_110@example.com,39,Silver
111,Customer_111,2019-01-28 08:38:24,customer_111@example.com,36,Bronze
112,Customer_112,2021-04-13 07:41:54,customer_112@example.com,21,Platinum
113,Customer_113,2018-02-05 16:06:31,customer_113@example.com,69,Platinum
114,Customer_114,2020-07-08 06:48:06,customer_114@example.com,41,Platinum
115,Customer_115,2018-08-04 08:23:01,customer_115@example.com,29,Bronze
116,Customer_116,2018-04-06 05:15:02,customer_116@example.com,18,Platinum
117,Customer_117,2021-01-19 20:34:01,customer_117@example.com,54,Silver
118,Customer_118,2019-02-01 15:06:47,customer_118@example.com,42,Gold
119,Customer_119,2020-09-10 06:45:27,customer_119@example.com,22,Platinum
120,Customer_120,2021-06-18 04:03:26,customer_120@example.com,59,Gold
121,Customer_121,2022-05-24 01:21:12,customer_121@example.com,52,Platinum
122,Customer_122,2022-05-22 01:18:23,customer_122@example.com,20,Gold
123,Customer_123,2021-07-30 17:46:02,customer_123@example.com,26,Gold
124,Customer_124,2022-07-16 02:27:44,customer_124@example.com,53,Silver
125,Customer_125,2020-08-19 06:36:37,customer_125@example.com,60,Gold
126,Customer_126,2021-09-14 14:56:43,customer_126@example.com,22,Gold
127,Customer_127,2022-09-11 11:57:36,customer_127@example.com,21,Platinum
128,Customer_128,2020-04-30 05:23:44,customer_128@example.com,54,Silver
129,Customer_129,2019-09-11 02:42:25,customer_129@example.com,20,Bronze
130,Customer_130,2018-10-22 16:36:04,customer_130@example.com,30,Silver
131,Customer_131,2020-05-02 18:24:40,customer_131@example.com,43,Bronze
132,Customer_132,2018-10-03 18:49:32,customer_132@example.com,42,Platinum
133,Customer_133,2020-07-10 14:51:13,customer_133@example.com,51,Platinum
134,Customer_134,2022-01-27 18:14:09,customer_134@example.com,65,Silver
135,Customer_135,2019-09-25 20:43:52,customer_135@example.com,66,Gold
136,Customer_136,2021-06-08 19:39:28,customer_136@example.com,62,Platinum
137,Customer_137,2019-11-16 08:16:22,customer_137@example.com,53,Gold
138,Customer_138,2018-03-14 14:15:59,customer_138@example.com,53,Gold
139,Customer_139,2019-07-25 02:54:26,customer_139@example.com,27,Bronze
140,Customer_140,2019-11-16 12:44:31,customer_140@example.com,65,Bronze
141,Customer_141,2020-05-04 20:23:13,customer_141@example.com,22,Silver
142,Customer_142,2022-07-26 22:36:51,customer_142@example.com,29,Platinum
143,Customer_143,2019-12-12 19:17:31,customer_143@example.com,58,Bronze
144,Customer_144,2020-04-08 04:51:49,customer_144@example.com,44,Silver
145,Customer_145,2019-02-21 18:47:59,customer_145@example.com,27,Silver
146,Customer_146,2022-08-17 22:37:54,customer_146@example.com,43,Platinum
147,Customer_147,2021-12-03 16:58:11,customer_147@example.com,27,Platinum
148,Customer_148,2022-12-14 04:35:49,customer_148@example.com,46,Bronze
149,Customer_149,2018-08-22 14:00:38,customer_149@example.com,43,Platinum
150,Customer_150,2019-12-26 15:36:48,customer_150@example.com,63,Platinum
151,Customer_151,2019-06-26 06:00:36,customer_151@example.com,22,Silver
152,Customer_152,2021-11-11 18:31:38,customer_152@example.com,48,Gold
153,Customer_153,2020-06-23 23:48:05,customer_153@example.com,65,Bronze
154,Customer_154,2018-04-11 04:39:45,customer_154@example.com,51,Gold
155,Customer_155,2021-11-16 18:39:46,customer_155@example.com,47,Silver
156,Customer_156,2020-03-18 17:10:00,customer_156@example.com,47,Bronze
157,Customer_157,2022-06-07 22:12:48,customer_157@example.com,38,Gold
158,Customer_158,2018-09-30 07:08:17,customer_158@example.com,34,Platinum
159,Customer_159,2020-09-11 03:17:07,customer_159@example.com,49,Platinum
160,Customer_160,2018-12-22 16:46:11,customer_160@example.com,56,Silver
161,Customer_161,2019-06-19 08:30:20,customer_161@example.com,19,Platinum
162,Customer_162,2022-02-01 03:59:34,customer_162@example.com,19,Bronze
163,Customer_163,2021-10-25 19:20:22,customer_163@example.com,63,Bronze
164,Customer_164,2018-08-05 10:45:52,customer_164@example.com,48,Platinum
165,Customer_165,2020-09-22 11:22:19,customer_165@example.com,59,Gold
166,Customer_166,2020-10-31 07:50:13,customer_166@example.com,55,Gold
167,Customer_167,2022-12-06 08:54:33,customer_167@example.com,60,Silver
168,Customer_168,2018-02-26 00:39:40,customer_168@example.com,19,Silver
169,Customer_169,2020-07-07 19:29:01,customer_169@example.com,23,Bronze
170,Customer_170,2019-05-09 05:33:48,customer_170@example.com,32,Bronze
171,Customer_171,2022-07-29 00:03:46,customer_171@example.com,27,Platinum
172,Customer_172,2019-12-25 18:16:40,customer_172@example.com,39,Silver
173,Customer_173,2020-08-15 19:13:23,customer_173@example.com,21,Platinum
174,Customer_174,2020-09-05 04:49:23,customer_174@example.com,48,Gold
175,Customer_175,2019-05-05 13:27:03,customer_175@example.com,41,Gold
176,Customer_176,2019-10-19 04:06:13,customer_176@example.com,35,Bronze
177,Customer_177,2022-09-12 08:54:06,customer_177@example.com,28,Platinum
178,Customer_178,2022-05-11 16:20:49,customer_178@example.com,65,Platinum
179,Customer_179,2018-01-29 07:44:26,customer_179@example.com,66,Bronze
180,Customer_180,2019-01-01 11:26:13,customer_180@example.com,24,Gold
181,Customer_181,2021-10-02 02:23:04,customer_181@example.com,24,Silver
182,Customer_182,2021-07-09 06:10:47,customer_182@example.com,39,Bronze
183,Customer_183,2018-04-21 21:30:13,customer_183@example.com,53,Bronze
184,Customer_184,2019-07-07 11:45:38,customer_184@example.com,61,Bronze
185,Customer_185,2022-05-08 17:13:46,customer_185@example.com,45,Bronze
186,Customer_186,2020-09-16 01:36:20,customer_186@example.com,34,Bronze
187,Customer_187,2021-03-04 05:43:58,customer_187@example.com,56,Bronze
188,Customer_188,2021-04-27 11:35:16,customer_188@example.com,54,Gold
189,Customer_189,2022-10-17 22:33:44,customer_189@example.com,25,Gold
190,Customer_190,2019-04-06 05:19:34,customer_190@example.com,32,Platinum
191,Customer_191,2021-11-10 22:56:19,customer_191@example.com,55,Silver
192,Customer_192,2021-07-23 01:13:09,customer_192@example.com,22,Gold
193,Customer_193,2021-03-11 19:51:04,customer_193@example.com,49,Platinum
194,Customer_194,2020-05-18 14:20:41,customer_194@example.com,26,Gold
195,Customer_195,2020-07-09 23:22:16,customer_195@example.com,53,Platinum
196,Customer_196,2020-02-24 05:32:59,customer_196@example.com,25,Silver
197,Customer_197,2021-03-11 08:54:41,customer_197@example.com,41,Platinum
198,Customer_198,2020-08-16 13:21:59,customer_198@example.com,21,Bronze
199,Customer_199,2019-01-04 21:28:38,customer_199@example.com,61,Gold
200,Customer_200,2019-08-06 00:16:55,customer_200@example.com,35,Gold
201,Customer_201,2022-12-25 21:11:29,customer_201@example.com,58,Platinum
202,Customer_202,2022-06-17 07:21:42,customer_202@example.com,45,Silver
203,Customer_203,2021-12-17 01:52:15,customer_203@example.com,54,Silver
204,Customer_204,2020-09-27 03:09:38,customer_204@example.com,54,Gold
205,Customer_205,2019-06-06 07:39:36,customer_205@example.com,35,Bronze
206,Customer_206,2022-12-18 23:05:53,customer_206@example.com,51,Bronze
207,Customer_207,2021-02-21 21:50:01,customer_207@example.com,58,Silver
208,Customer_208,2022-02-24 19:34:03,customer_208@example.com,63,Platinum
209,Customer_209,2020-05-05 08:10:01,customer_209@example.com,58,Platinum
210,Customer_210,2022-11-27 08:49:07,customer_210@example.com,37,Silver
211,Customer_211,2018-10-18 18:32:41,customer_211@example.com,49,Bronze
212,Customer_212,2021-07-06 05:43:14,customer_212@example.com,68,Platinum
213,Customer_213,2020-08-24 08:27:33,customer_213@example.com,40,Platinum
214,Customer_214,2019-07-06 17:17:27,customer_214@example.com,21,Gold
215,Customer_215,2022-04-25 08:38:19,customer_215@example.com,62,Gold
216,Customer_216,2021-03-27 03:19:20,customer_216@example.com,18,Silver
217,Customer_217,2020-08-02 21:17:21,customer_217@example.com,50,Platinum
218,Customer_218,2022-02-26 07:21:35,customer_218@example.com,23,Platinum
219,Customer_219,2018-06-24 22:28:11,customer_219@example.com,58,Gold
220,Customer_220,2019-05-07 00:49:00,customer_220@example.com,25,Bronze
221,Customer_221,2020-06-08 18:41:02,customer_221@example.com,23,Platinum
222,Customer_222,2021-02-11 23:24:04,customer_222@example.com,33,Gold
223,Customer_223,2018-02-24 22:55:38,customer_223@example.com,63,Platinum
224,Customer_224,2022-10-03 20:45:40,customer_224@example.com,42,Silver
225,Customer_225,2018-06-09 05:45:58,customer_225@example.com,60,Silver
226,Customer_226,2021-04-16 19:45:24,customer_226@example.com,29,Silver
227,Customer_227,2019-06-09 19:45:13,customer_227@example.com,18,Gold
228,Customer_228,2022-10-18 13:44:56,customer_228@example.com,51,Bronze
229,Customer_229,2022-06-02 10:43:35,customer_229@example.com,52,Gold
230,Customer_230,2019-01-02 22:09:34,customer_230@example.com,50,Platinum
231,Customer_231,2019-03-22 10:35:22,customer_231@example.com,64,Gold
232,Customer_232,2019-05-10 04:18:30,customer_232@example.com,20,Silver
233,Customer_233,2022-05-15 19:28:41,customer_233@example.com,49,Platinum
234,Customer_234,2020-08-31 14:20:25,customer_234@example.com,34,Platinum
235,Customer_235,2020-02-02 03:51:07,customer_235@example.com,24,Gold
236,Customer_236,2018-01-31 11:23:24,customer_236@example.com,28,Gold
237,Customer_237,2020-08-23 12:07:41,customer_237@example.com,40,Platinum
238,Customer_238,2019-10-12 09:15:42,customer_238@example.com,32,Platinum
239,Customer_239,2020-06-14 02:10:48,customer_239@example.com,53,Platinum
240,Customer_240,2020-11-01 12:06:21,customer_240@example.com,21,Silver
241,Customer_241,2021-08-01 17:47:56,customer_241@example.com,60,Silver
242,Customer_242,2022-06-06 06:59:05,customer_242@example.com,66,Platinum
243,Customer_243,2020-08-10 06:19:04,customer_243@example.com,69,Bronze
244,Customer_244,2018-01-22 01:04:53,customer_244@example.com,56,Gold
245,Customer_245,2022-08-17 16:48:26,customer_245@example.com,60,Bronze
246,Customer_246,2018-03-18 11:04:47,customer_246@example.com,40,Silver
247,Customer_247,2021-10-18 03:01:55,customer_247@example.com,63,Platinum
248,Customer_248,2018-11-13 05:26:14,customer_248@example.com,63,Gold
249,Customer_249,2021-01-29 02:22:59,customer_249@example.com,55,Platinum
250,Customer_250,2020-01-01 13:23:41,customer_250@example.com,34,Bronze
251,Customer_251,2020-05-26 08:51:47,customer_251@example.com,51,Gold
252,Customer_252,2022-11-22 12:03:22,customer_252@example.com,38,Platinum
253,Customer_253,2021-08-22 03:09:05,customer_253@example.com,57,Gold
254,Customer_254,2020-10-03 13:22:41,customer_254@example.com,52,Silver
255,Customer_255,2019-09-15 13:34:21,customer_255@example.com,60,Gold
256,Customer_256,2019-01-15 05:17:25,customer_256@example.com,50,Platinum
257,Customer_257,2022-08-03 14:56:36,customer_257@example.com,51,Bronze
258,Customer_258,2019-08-31 15:49:02,customer_258@example.com,67,Platinum
259,Customer_259,2019-03-12 09:55:29,customer_259@example.com,66,Silver
260,Customer_260,2021-07-11 08:12:51,customer_260@example.com,67,Platinum
261,Customer_261,2021-11-04 11:33:49,customer_261@example.com,49,Gold
262,Customer_262,2022-08-20 16:21:01,customer_262@example.com,39,Bronze
263,Customer_263,2021-03-09 04:55:59,customer_263@example.com,18,Gold
264,Customer_264,2022-07-25 11:42:30,customer_264@example.com,40,Gold
265,Customer_265,2020-11-13 19:24:12,customer_265@example.com,35,Bronze
266,Customer_266,2018-12-12 01:08:30,customer_266@example.com,18,Bronze
267,Customer_267,2021-01-20 13:54:41,customer_267@example.com,55,Silver
268,Customer_268,2020-10-05 01:19:16,customer_268@example.com,63,Silver
269,Customer_269,2019-06-12 21:26:00,customer_269@example.com,65,Gold
270,Customer_270,2020-06-18 07:12:00,customer_270@example.com,26,Platinum
271,Customer_271,2018-11-07 10:41:23,customer_271@example.com,66,Silver
272,Customer_272,2019-12-28 19:06:02,customer_272@example.com,59,Platinum
273,Customer_273,2018-04-28 22:58:30,customer_273@example.com,51,Gold
274,Customer_274,2021-10-04 22:26:19,customer_274@example.com,39,Platinum
275,Customer_275,2022-12-08 10:07:13,customer_275@example.com,55,Silver
276,Customer_276,2018-04-16 17:19:54,customer_276@example.com,50,Gold
277,Customer_277,2020-07-10 08:23:36,customer_277@example.com,34,Platinum
278,Customer_278,2022-11-03 18:15:40,customer_278@example.com,35,Silver
279,Customer_279,2019-10-05 02:19:37,customer_279@example.com,44,Silver
280,Customer_280,2022-01-25 19:48:31,customer_280@example.com,23,Gold
281,Customer_281,2018-08-20 04:24:34,customer_281@example.com,61,Platinum
282,Customer_282,2021-03-06 07:02:12,customer_282@example.com,40,Bronze
283,Customer_283,2020-11-06 10:40:55,customer_283@example.com,22,Silver
284,Customer_284,2020-08-24 13:33:06,customer_284@example.com,27,Gold
285,Customer_285,2022-10-22 17:29:05,customer_285@example.com,39,Gold
286,Customer_286,2018-04-29 13:43:21,customer_286@example.com,61,Gold
287,Customer_287,2022-12-05 01:44:11,customer_287@example.com,39,Bronze
288,Customer_288,2020-11-03 09:57:23,customer_288@example.com,43,Bronze
289,Customer_289,2020-05-03 01:24:58,customer_289@example.com,33,Silver
290,Customer_290,2018-04-23 23:47:24,customer_290@example.com,51,Gold
291,Customer_291,2022-05-09 20:00:14,customer_291@example.com,68,Platinum
292,Customer_292,2018-12-03 23:09:38,customer_292@example.com,42,Bronze
293,Customer_293,2019-02-16 05:28:26,customer_293@example.com,23,Bronze
294,Customer_294,2021-12-27 11:47:35,customer_294@example.com,24,Bronze
295,Customer_295,2020-11-10 01:28:25,customer_295@example.com,31,Bronze
296,Customer_296,2021-07-18 22:53:28,customer_296@example.com,45,Platinum
297,Customer_297,2022-06-13 17:48:49,customer_297@example.com,30,Gold
298,Customer_298,2021-02-12 16:21:51,customer_298@example.com,20,Silver
299,Customer_299,2022-11-12 06:01:01,customer_299@example.com,38,Platinum
300,Customer_300,2018-10-22 22:05:19,customer_300@example.com,18,Bronze
